run_id,fit_status,risk_level,best_candidate,selection_score,epochs,steps_per_epoch,max_steps,final_train_loss,final_val_loss,final_generalization_gap,generalization_gap_delta,train_val_improvement_gap,overfit_score,parameter_count,tokens_per_sec,device,changed_variables,hypothesis,artifact_dir
84,generalizing,low,False,5.542174,2.307692,39.0,90.0,5.560111,5.542174,-0.017936,-0.011557,-0.011557,0.0,413184.0,33190.858552,mps,"{""seed"": 151, ""weight_decay"": 0.015}","The seed202 regularization branch should be closed unless weight_decay=0.015 also improves the current best seed151 mish run. Run083 showed that weight_decay=0.015 preserved seed202 validation but did not meaningfully reduce its overfit-aware penalty versus run073, so applying the same mild weight decay to seed151 tests whether it is a real activation-setting improvement or just neutral noise. If seed151 keeps overfit_score at 0.0 and lowers final_val_loss below run072, weight_decay=0.015 can remain in the mish candidate; otherwise the loop should return to weight_decay=0.01 and treat the remaining differences as seed variance.",docs/train/runs/run_084_artifacts
85,overfit_risk,high,False,6.120301,2.307692,39.0,90.0,5.517277,5.559609,0.042333,0.057884,0.057884,0.158101,413184.0,29972.755193,mps,"{""seed"": 303}","After closing the weight_decay=0.015 regularization branch, the next most informative question is seed variance around the current best mish configuration. Keeping the run072 default candidate unchanged and changing only seed to 303 will show whether the mish + ffn_mult=3 + weight_decay=0.01 plateau remains low-risk outside the already-tested seeds 151, 202, and 134.",docs/train/runs/run_085_artifacts
86,generalizing,low,False,5.579156,1.551724,58.0,90.0,5.542325,5.555916,0.013591,0.026094,0.026094,0.065779,413184.0,34097.842109,mps,"{""stride"": 16}","Run085 showed that the current best mish configuration is seed-sensitive: seed303 drove train loss down to 5.517277 while validation stayed at 5.559609, producing a high positive gap and overfit_score=0.158101. Keeping the same seed303 and model settings but reducing stride from 24 to 16 will test whether denser overlapping training windows can reduce the train/validation mismatch without changing the Transformer architecture or activation. If the problem is window coverage sensitivity rather than model capacity alone, stride=16 should reduce the gap and overfit_score while keeping validation in a usable range.",docs/train/runs/run_086_artifacts
87,generalizing,low,False,5.547792,1.551724,58.0,90.0,5.581378,5.547792,-0.033586,-0.028071,-0.028071,0.0,413184.0,37980.341866,mps,"{""stride"": 16}","Run086 showed that stride=16 can rescue the bad seed303 case by reducing the final gap from 0.042333 to 0.013591 and the overfit_score from 0.158101 to 0.065779, but its final_val_loss remained far above the current best. The next question is whether stride=16 is a generally useful robustness default or only a rescue knob for seed303. Repeating stride=16 on the known-good best seed151, while keeping the mish ffn_mult=3 model and optimizer fixed, will test whether denser windows preserve the run072 best band or trade away validation quality.",docs/train/runs/run_087_artifacts
88,overfit_risk,high,False,6.121519,2.307692,39.0,90.0,5.490697,5.548481,0.057785,0.059398,0.059398,0.17658,413184.0,33267.549644,mps,"{""seed"": 404}","Run087 showed that stride=16 is not a good general default: on the known-good seed151 it kept overfit_score at 0.0 but raised final_val_loss to 5.547792, well above the run072 best band. Therefore the loop should return to the run072 mish + ffn_mult=3 + stride=24 default and measure fresh seed variance directly. Running a new seed404 with the unchanged default will test whether run085 seed303 was an isolated bad seed/window draw or whether the current best plateau is broadly seed-sensitive.",docs/train/runs/run_088_artifacts
89,generalizing,low,False,5.572886,1.551724,58.0,90.0,5.537066,5.555461,0.018395,0.007258,0.007258,0.03291,413184.0,31876.254461,mps,"{""stride"": 16}","Run088 confirmed that the current mish + ffn_mult=3 default is broadly seed-sensitive: fresh seed404 at stride=24 drove train loss down to 5.490697 while validation stayed at 5.548481, producing final_generalization_gap=0.057785 and overfit_score=0.176580. Run086 showed that reducing stride from 24 to 16 rescued a similar bad fresh seed303 gap, while run087 showed stride=16 is not a good global default for seed151. Keeping seed404 fixed and changing only stride to 16 will test whether stride=16 is a targeted rescue window for overfitting fresh seeds rather than a default setting.",docs/train/runs/run_089_artifacts
90,overfit_risk,high,False,6.126775,2.051282,39.0,80.0,5.506913,5.559827,0.052913,0.054526,0.054526,0.161966,413184.0,29494.0255,mps,"{""effective_max_steps"": ""80"", ""epochs"": ""2.051282"", ""stride"": 24}","Run089 confirmed that stride=16 is a reliable rescue knob for fresh overfit seeds, but it pays for lower overfit with worse validation: seed404 moved from run088 final_val_loss=5.548481 and overfit_score=0.176580 to run089 final_val_loss=5.555461 and overfit_score=0.032910. A shorter training horizon at the original stride=24 may keep more of run088's validation advantage while avoiding the severe train-side over-progress. Keeping seed404 fixed, restoring stride=24, and reducing max_steps from 90 to 80 will test whether early stopping is a better validation/robustness tradeoff than denser windows.",docs/train/runs/run_090_artifacts
91,overfit_risk,high,False,6.124115,2.307692,39.0,90.0,5.499987,5.554797,0.054809,0.056422,0.056422,0.167654,413184.0,32978.251155,mps,"{""learning_rate"": 0.000275}","For the seed404 mish baseline that overfit at stride 24, reducing learning_rate from 0.0003 to 0.000275 will slow train-side over-progress enough to reduce the generalization gap without the validation-loss penalty seen from stride16 or max_steps80.",docs/train/runs/run_091_artifacts
92,overfit_risk,high,False,6.12038,2.307692,39.0,90.0,5.492235,5.54883,0.056595,0.058208,0.058208,0.173011,413184.0,31271.384997,mps,"{""drop_rate"": 0.14}","For the seed404 mish baseline that keeps overfitting at stride 24, a mild drop_rate increase from 0.12 to 0.14 will reduce train-side over-progress and overfit_score more effectively than the failed learning-rate and early-stop probes, while preserving validation better than the stride16 rescue.",docs/train/runs/run_092_artifacts
93,overfit_risk,high,False,6.120093,2.307692,39.0,90.0,5.493918,5.549637,0.055719,0.057332,0.057332,0.170384,413184.0,32968.934415,mps,"{""drop_rate"": 0.16}","For the seed404 mish baseline, increasing drop_rate from 0.14 to 0.16 may cross the regularization threshold needed to reduce the high stride24 overfit_score while preserving the validation advantage over the stride16 rescue.",docs/train/runs/run_093_artifacts
94,generalizing,low,False,5.54379,1.914894,47.0,90.0,5.582842,5.54379,-0.039052,-0.029156,-0.029156,0.0,413184.0,26079.505125,mps,"{""stride"": 20}","For the seed404 mish baseline, reducing stride from 24 to 20 will add moderate window overlap that lowers the overfit gap more than the default stride24 run, while avoiding the larger validation-loss penalty observed at stride16.",docs/train/runs/run_094_artifacts
95,generalizing,low,False,5.567223,1.914894,47.0,90.0,5.540338,5.549336,0.008998,0.022278,0.022278,0.053554,413184.0,27437.434398,mps,"{""seed"": 303}","The stride20 intermediate-overlap setting that rescued seed404 will also rescue the earlier seed303 overfit case, lowering overfit_score versus stride24 while avoiding the validation-loss penalty seen at stride16.",docs/train/runs/run_095_artifacts
96,generalizing,low,False,5.575369,1.914894,47.0,90.0,5.527197,5.547611,0.020414,0.024895,0.024895,0.070204,413184.0,30915.078191,mps,"{""seed"": 151, ""stride"": 20}","The stride20 intermediate-overlap setting that rescued seed404 and seed303 will preserve the known-good seed151 validation band, showing it can be considered a robust default candidate rather than only an overfit rescue knob.",docs/train/runs/run_096_artifacts
97,generalizing,medium,False,5.582683,1.730769,52.0,90.0,5.525698,5.548078,0.02238,0.035639,0.035639,0.093659,413184.0,28993.96741,mps,"{""seed"": 303, ""stride"": 18}","For the overfit-prone seed303 mish configuration, reducing stride from 20 to 18 will add a little more overlap that lowers the remaining positive generalization gap and overfit_score while preserving most of stride20's validation advantage over the stride16 rescue.",docs/train/runs/run_097_artifacts
98,generalizing,low,False,5.569841,2.307692,39.0,90.0,5.529477,5.552542,0.023065,-0.001826,-0.001826,0.023065,413184.0,11223.251892,mps,"{""seed"": 505}","A fresh seed505 run with the current mish stride24 default will clarify whether the recent seed303 and seed404 overfit cases are common seed variance or isolated bad draws; if seed505 is low-risk, stride20 should remain a targeted rescue rather than the main default.",docs/train/runs/run_098_artifacts
99,generalizing,low,False,5.559775,2.307692,39.0,90.0,5.539386,5.542599,0.003213,0.029532,0.029532,0.062276,413184.0,32405.996506,mps,"{""seed"": 606}","A second fresh stride24 default probe with seed606 will show whether seed505's low-risk but higher-validation result is typical variance, while checking whether high-gap failures like seed303 and seed404 are frequent enough to make stride20 rescue a standard follow-up policy.",docs/train/runs/run_099_artifacts
100,generalizing,low,False,5.558243,2.307692,39.0,90.0,5.54186,5.543826,0.001966,0.025886,0.025886,0.053737,413184.0,31778.270871,mps,"{""init_std"": 0.018}","For the strong seed606 stride24 default run, lowering init_std from 0.02 to 0.018 will reduce seed-level optimization variance and the remaining overfit_score without changing model architecture, data windowing, or training length.",docs/train/runs/run_100_artifacts
101,generalizing,medium,False,5.563747,2.564103,39.0,100.0,5.514324,5.530441,0.016117,0.042436,0.042436,0.100989,413184.0,33158.98858,mps,"{""effective_max_steps"": ""100"", ""epochs"": ""2.564103""}","For the strong seed606 mish stride24 default run, increasing max_steps from 90 to 100 will give the near-best validation trajectory enough extra optimization to beat run072 while keeping the final gap low.",docs/train/runs/run_101_artifacts
102,generalizing,low,True,5.537431,2.564103,39.0,100.0,5.53504,5.534507,-0.000533,0.005847,0.005847,0.011694,413184.0,36049.133067,mps,"{""effective_max_steps"": ""100"", ""epochs"": ""2.564103"", ""seed"": 151}",Repeating the max_steps=100 horizon on the known best-band seed151 mish stride24 configuration will show whether run101's large validation gain was a transferable optimization effect rather than a seed606-specific lucky trajectory.,docs/train/runs/run_102_artifacts
103,generalizing,low,False,5.543088,2.564103,39.0,100.0,5.52003,5.528694,0.008664,0.01579,0.01579,0.040245,413184.0,36336.057172,mps,"{""effective_max_steps"": ""100"", ""epochs"": ""2.564103"", ""seed"": 202}",Running the current mish stride24 max_steps=100 candidate on seed202 will test whether the longer optimization horizon is robust across another historically strong low-risk seed before making it the new default.,docs/train/runs/run_103_artifacts
104,overfit_risk,high,False,6.112808,2.564103,39.0,100.0,5.482966,5.533458,0.050492,0.082961,0.082961,0.216414,413184.0,33647.721512,mps,"{""effective_max_steps"": ""100"", ""epochs"": ""2.564103"", ""seed"": 707}",Using the promoted mish stride24 max_steps=100 candidate on a fresh seed707 will measure whether the longer-horizon improvement generalizes beyond the already-tested strong seeds or exposes renewed seed variance.,docs/train/runs/run_104_artifacts
105,generalizing,low,False,5.560063,2.12766,47.0,100.0,5.531899,5.547993,0.016093,-0.003676,-0.003676,0.016093,215296.0,41625.091392,mps,"{""effective_max_steps"": ""100"", ""epochs"": ""2.12766"", ""seed"": 707, ""stride"": 20}","For the overfit-prone fresh seed707 under the promoted max_steps=100 candidate, reducing stride from 24 to 20 will add moderate window overlap that lowers the high generalization gap while preserving most of the strong raw validation.",docs/train/runs/run_105_artifacts
106,generalizing,medium,False,5.569287,2.12766,47.0,100.0,5.526402,5.539271,0.012869,0.040731,0.040731,0.09433,413184.0,32719.72375,mps,"{""effective_max_steps"": ""100"", ""epochs"": ""2.12766"", ""seed"": 707, ""stride"": 20}","For the overfit-prone seed707 max_steps=100 case, reducing stride from 24 to 20 will lower the high generalization gap while preserving the original 413k-parameter mish architecture and default regularization.",docs/train/runs/run_106_artifacts
107,overfit_risk,high,False,6.108749,2.435897,39.0,95.0,5.493781,5.537663,0.043881,0.076351,0.076351,0.196583,413184.0,32677.856607,mps,"{""effective_max_steps"": ""95"", ""epochs"": ""2.435897"", ""seed"": 707}","For the seed707 mish stride24 case that overfit at max_steps=100, shortening the horizon to max_steps=95 will preserve most of the strong validation loss while reducing the late train-side overfit signal.",docs/train/runs/run_107_artifacts
108,generalizing,low,False,5.543844,2.564103,39.0,100.0,5.532469,5.536325,0.003856,0.009254,0.009254,0.022365,413184.0,32981.51662,mps,"{""effective_max_steps"": ""100"", ""epochs"": ""2.564103"", ""seed"": 808}",A fresh seed808 run with the promoted mish stride24 max_steps100 candidate will show whether seed707 is an outlier overfit case or whether the new 100-step default has a broader fresh-seed variance problem.,docs/train/runs/run_108_artifacts
109,generalizing,low,False,5.551975,2.692308,39.0,105.0,5.520353,5.533208,0.012854,0.018253,0.018253,0.04936,413184.0,35343.618323,mps,"{""effective_max_steps"": ""105"", ""epochs"": ""2.692308"", ""seed"": 808}","For the low-risk fresh seed808 mish stride24 candidate, increasing max_steps from 100 to 105 will test whether low-gap seeds remain mildly optimization-limited and can improve validation without entering the seed707-style overfit regime.",docs/train/runs/run_109_artifacts
110,generalizing,low,False,5.550641,2.692308,39.0,105.0,5.523157,5.533954,0.010798,0.017177,0.017177,0.045152,413184.0,33323.32557,mps,"{""effective_max_steps"": ""105"", ""epochs"": ""2.692308"", ""seed"": 151}","For the current overfit-aware best seed151 mish stride24 candidate, increasing max_steps from 100 to 105 will test whether the low-risk +5-step validation gain seen on seed808 transfers to the best-score seed without adding meaningful overfit.",docs/train/runs/run_110_artifacts
111,generalizing,low,False,5.548837,2.692308,39.0,106.0,5.509305,5.525291,0.015986,0.023112,0.023112,0.062211,413184.0,34145.41279,mps,"{""effective_max_steps"": 105, ""epochs"": 2.692308, ""seed"": 202}","For the strong low-risk seed202 mish stride24 candidate, increasing the training horizon from 2.564103 epochs to 2.692308 epochs will test whether the small +0.128205 epoch refinement that helped seed808 and seed151 also transfers without pushing overfit into the medium-risk band.",docs/train/runs/run_111_artifacts
112,generalizing,low,False,5.54726,2.692308,39.0,105.0,5.511166,5.525625,0.014458,0.021584,0.021584,0.057627,413184.0,15033.866047,mps,"{""effective_updates"": 105, ""epochs"": 2.6923076923076925, ""seed"": 202}","After fixing epoch-to-update rounding, rerun the seed202 mish stride24 horizon as an exact epoch conversion of the former 105-update experiment: 105 / 39 = 2.6923076923076925 epochs.",docs/train/runs/run_112_artifacts
